Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
27/03/2000;1200;null;null;null;8;0;920.2;null;22.6;21.2;null;89;14;4.3;70
27/03/2000;1800;null;null;null;7;0;917.8;null;24.2;22;null;83;14;3.5;70
28/03/2000;0;null;null;null;9;0;920.2;null;20.8;20.4;null;97;14;1.5;5
28/03/2000;1200;null;null;null;7;0;921.1;null;23;21.4;null;87;14;4.1;70
28/03/2000;1800;null;null;null;9;0;917.5;null;27;24.4;null;81;14;3.3;70
29/03/2000;0;null;null;null;3;0;919.7;null;20.8;20.2;null;95;14;2;5
29/03/2000;1200;null;null;null;9;0.2;920.8;null;23;19.2;null;71;14;3.6;60
29/03/2000;1800;null;null;null;8;0;917.9;null;27;24.8;null;84;14;2;70
30/03/2000;0;null;null;null;3;0;920.1;null;20.4;20;null;97;14;0.7;5
30/03/2000;1200;null;null;null;8;0;920.9;null;22.8;21;null;86;14;3.3;70
30/03/2000;1800;null;null;null;10;0;918;null;26.4;24.8;null;88;14;3.3;70
31/03/2000;0;null;null;null;3;0;921.4;null;20.4;20;null;97;14;1.6;5
31/03/2000;1200;null;null;null;9;0;921.8;null;22.6;21.4;null;90;14;3;70
31/03/2000;1800;null;null;null;10;23.6;918.5;null;21.4;21;null;97;18;2.3;5
01/04/2000;0;null;null;null;9;31.4;922;null;20.4;20;null;97;14;2.8;5
01/04/2000;1200;null;null;null;9;0;922.3;null;22.6;20.6;null;84;14;2.1;70
01/04/2000;1800;null;null;null;9;2.8;919.1;null;24.2;23;null;91;14;4.5;70
02/04/2000;0;null;null;null;1;0;921.4;null;20.8;20.4;null;97;9;3;5
02/04/2000;1200;null;null;null;7;0.2;922.4;null;23.2;22;null;90;14;4.1;70
02/04/2000;1800;null;null;null;5;0;919.9;null;26.8;24.2;null;81;14;2.8;70
03/04/2000;0;null;null;null;9;0;922.3;null;20.6;20;null;95;14;2;5
03/04/2000;1200;null;null;null;6;0;923;null;23;22;null;92;14;4.3;70
03/04/2000;1800;null;null;null;6;0;920.1;null;26.8;24;null;80;18;3.6;70
04/04/2000;0;null;null;null;5;0;922.8;null;20.2;19.6;null;95;14;3.3;5
04/04/2000;1200;null;null;null;8;3.1;922.8;null;22.6;21.4;null;90;14;3.6;70
04/04/2000;1800;null;null;null;4;0;919.9;null;26;23;null;78;14;4.8;70
05/04/2000;0;null;null;null;2;0;922.6;null;20.4;19.8;null;95;14;1.1;5
05/04/2000;1200;null;null;null;8;0;923;null;23;21;null;84;14;3.3;70
05/04/2000;1800;null;null;null;5;0;919.9;null;26.6;24.6;null;85;18;5;70
06/04/2000;0;null;null;null;2;0;922.5;null;20.8;19.4;null;88;14;3.3;5
06/04/2000;1200;null;null;null;8;1.5;922.6;null;22.8;22.2;null;95;14;4.1;70
06/04/2000;1800;null;null;null;7;0;919.2;null;26;23.2;null;79;14;2.6;70
07/04/2000;0;null;null;null;9;0;921.6;null;20.8;19.6;null;90;14;2.6;5
07/04/2000;1200;null;null;null;7;0;921;null;23;21.4;null;87;14;4.1;70
07/04/2000;1800;null;null;null;5;0;918.8;null;26;23.8;null;84;18;2.5;70
08/04/2000;0;null;null;null;7;0;921.4;null;20.8;19.6;null;90;14;2.6;5
08/04/2000;1200;null;null;null;8;1;921.6;null;22;21;null;92;14;4.1;70
08/04/2000;1800;null;null;null;9;0;919;null;24.4;23.4;null;92;14;3.3;70
09/04/2000;0;null;null;null;10;0;921.2;null;20.8;20.6;null;98;14;3.6;10
09/04/2000;1200;null;null;null;10;0.4;920.8;null;20.2;20;null;98;14;3.6;70
09/04/2000;1800;null;null;null;9;0;918.5;null;24.6;23.6;null;92;14;3.6;70
10/04/2000;0;null;null;null;5;0;920.9;null;20.6;19.6;null;91;14;2.8;5
10/04/2000;1200;null;null;null;8;1.5;921.7;null;21.4;20.6;null;93;14;3.5;70
10/04/2000;1800;null;null;null;3;0;918.8;null;26.2;24.4;null;87;14;3.8;70
11/04/2000;0;null;null;null;2;0;921.1;null;19.8;19.4;null;96;14;2.6;5
11/04/2000;1200;null;null;null;10;0;921.8;null;22;21;null;92;14;3.3;70
11/04/2000;1800;null;null;null;9;0.7;919.1;null;22.4;22;null;97;18;3.3;70
12/04/2000;0;null;null;null;9;0;920.8;null;20.8;20.4;null;97;14;3;5
12/04/2000;1200;null;null;null;9;0;921.3;null;23.4;22.4;null;92;14;1.8;70
12/04/2000;1800;null;null;null;9;6.4;917.4;null;24.2;23.6;null;95;18;3.1;70
13/04/2000;0;null;null;null;10;3.8;920.5;null;20.8;20.4;null;97;14;3.1;5
13/04/2000;1200;null;null;null;4;1.4;920.9;null;23;21.4;null;87;14;5.6;70
13/04/2000;1800;null;null;null;10;7;918.2;null;22;21.6;null;97;18;6;20
14/04/2000;0;null;null;null;9;7.6;921.1;null;20;19.8;null;98;14;2;5
14/04/2000;1200;null;null;null;9;0;921.5;null;22;21;null;92;14;4.5;70
14/04/2000;1800;null;null;null;9;0;919;null;24.8;23.8;null;92;18;4.3;70
15/04/2000;0;null;null;null;10;0;921.6;null;20.4;20.2;null;98;14;2.6;5
15/04/2000;1200;null;null;null;9;0;922.6;null;23.4;21.8;null;87;23;1.3;70
15/04/2000;1800;null;null;null;9;0;918.9;null;25.6;24.6;null;92;18;4.3;70
16/04/2000;0;null;null;null;10;0;922.3;null;21.6;21.2;null;97;14;2.8;5
16/04/2000;1200;null;null;null;8;0;922.3;null;23.2;22;null;90;18;0.8;70
16/04/2000;1800;null;null;null;10;9.8;918.6;null;21.6;21;null;95;9;6.8;50
17/04/2000;0;null;null;null;10;3.3;921.4;null;20.6;20.4;null;98;14;1.8;5
17/04/2000;1200;null;null;null;9;0.2;922.3;null;22;21.2;null;93;14;1.6;70
17/04/2000;1800;null;null;null;10;0;918.9;null;22.4;22;null;97;23;3;70
18/04/2000;0;null;null;null;10;0;921.3;null;20.4;20.2;null;98;14;2.3;5
18/04/2000;1200;null;null;null;9;0.5;922.3;null;22.6;21;null;87;14;2.5;70
18/04/2000;1800;null;null;null;7;0;919;null;26.6;24.4;null;84;14;3;70
19/04/2000;0;null;null;null;8;6;921.2;null;21;20.6;null;97;9;2.6;5
19/04/2000;1200;null;null;null;9;0;922.9;null;22.2;21.2;null;92;9;3;70
19/04/2000;1800;null;null;null;8;0;919.7;null;23.2;23;null;98;14;1.6;70
20/04/2000;0;null;null;null;9;0;921.2;null;21;20.4;null;95;9;3;5
20/04/2000;1200;null;null;null;7;0;921.9;null;23.6;22;null;87;9;2.5;70
20/04/2000;1800;null;null;null;9;0;918.7;null;26.4;25;null;90;14;0.8;70
21/04/2000;0;null;null;null;10;0;921;null;21.6;21.2;null;97;14;1.5;5
21/04/2000;1200;null;null;null;6;0;921.3;null;23.6;22.4;null;90;5;5;70
21/04/2000;1800;null;null;null;4;0;917.5;null;27.8;26.2;null;88;5;2;70
22/04/2000;0;null;null;null;5;0;919.8;null;22.4;22;null;97;9;5.8;5
22/04/2000;1200;null;null;null;1;0;920.6;null;24;22;null;84;5;3.6;70
22/04/2000;1800;null;null;null;3;0;918.3;null;28;26;null;86;5;3.3;70
23/04/2000;0;null;null;null;0;0;920.4;null;23.2;22;null;90;9;2.5;5
23/04/2000;1200;null;null;null;3;0;921.8;null;23;21.8;null;90;18;5;70
23/04/2000;1800;null;null;null;4;0;919.3;null;27.2;26;null;91;14;3.3;70
24/04/2000;0;null;null;null;9;0;921.6;null;22;21.6;null;97;14;4.6;5
24/04/2000;1200;null;null;null;8;0;921.9;null;23;21.6;null;89;14;2.5;70
24/04/2000;1800;null;null;null;3;0;919.3;null;25.4;24;null;89;18;2;70
25/04/2000;0;null;null;null;1;0;921.8;null;19.8;19.6;null;98;18;2.5;5
25/04/2000;1200;null;null;null;10;1;922.4;null;19.2;19.2;null;100;18;3.3;20
25/04/2000;1800;null;null;null;10;2.7;920.2;null;19.6;19.6;null;100;18;5;20
26/04/2000;0;null;null;null;10;7.2;922.7;null;17.8;17.8;null;100;14;3.6;5
26/04/2000;1200;null;null;null;10;1.6;923.6;null;19.2;18.6;null;95;14;2;50
26/04/2000;1800;null;null;null;10;0.9;920.1;null;20.6;20.4;null;98;18;1.6;50
27/04/2000;0;null;null;null;10;1;922.9;null;19.4;19.4;null;100;14;1.3;5
27/04/2000;1200;null;null;null;7;0.1;923.3;null;21.8;20.8;null;92;18;1.6;70
27/04/2000;1800;null;null;null;7;0;920.4;null;25.8;24;null;86;14;3;70
28/04/2000;0;null;null;null;2;0;923.1;null;19.6;19.4;null;98;14;1.6;5
28/04/2000;1200;null;null;null;8;0;924.2;null;22.2;21.2;null;92;14;3.3;70
28/04/2000;1800;null;null;null;9;0;921.2;null;24.4;23.8;null;95;14;6.3;70
29/04/2000;0;null;null;null;9;0;923.9;null;20.4;20.2;null;98;14;4.5;5
29/04/2000;1200;null;null;null;3;1;923.8;null;22;21.6;null;97;14;3.8;70
29/04/2000;1800;null;null;null;8;0.8;921;null;23.6;22.4;null;90;14;2.6;70
30/04/2000;0;null;null;null;10;6.2;924.2;null;19.4;19.4;null;100;14;3.8;2
30/04/2000;1200;null;null;null;7;0.2;923.4;null;21.4;20.4;null;92;18;3.8;70
30/04/2000;1800;null;null;null;3;0;920.8;null;24.8;23.6;null;91;14;1.6;70
01/05/2000;0;null;null;null;10;0;922.8;null;20;19.8;null;98;14;0.5;5
01/05/2000;1200;null;null;null;10;0.4;923.3;null;20.2;20.2;null;100;14;1.6;20
01/05/2000;1800;null;null;null;10;3.4;919.9;null;21.2;21.2;null;100;9;4.5;null
02/05/2000;0;null;null;null;9;0.2;922.8;null;20.4;20.2;null;98;14;4.1;5
02/05/2000;1200;null;null;null;10;0;922.6;null;21.4;18.6;null;77;14;4.1;60
02/05/2000;1800;null;null;null;10;3.4;919.8;null;21;21;null;100;14;4.1;50
03/05/2000;0;null;null;null;10;1.1;922.6;null;21.2;21.2;null;100;14;4.3;5
03/05/2000;1200;null;null;null;10;1.8;922.1;null;22;21.2;null;93;14;3.3;70
03/05/2000;1800;null;null;null;10;1.5;919.7;null;21.4;21.2;null;98;18;4.1;60
04/05/2000;0;null;null;null;10;7.2;922.1;null;18.8;18.8;null;100;14;1.3;5
04/05/2000;1200;null;null;null;9;1.1;922.7;null;21.2;20;null;90;14;3;70
04/05/2000;1800;null;null;null;10;0;920.1;null;20.6;20.4;null;98;14;2.6;60
05/05/2000;0;null;null;null;3;1.2;921.7;null;19.4;19.2;null;98;14;1.8;5
05/05/2000;1200;null;null;null;10;1.5;922.2;null;20.4;20.4;null;100;14;2.8;70
05/05/2000;1800;null;null;null;8;0;919.5;null;23.8;23;null;94;14;1.6;70
06/05/2000;0;null;null;null;10;7.2;922.3;null;20.2;20.2;null;100;14;3.5;5
06/05/2000;1200;null;null;null;10;2.9;921.7;null;21.2;20.6;null;95;14;2;70
06/05/2000;1800;null;null;null;10;1.8;919.5;null;22;21.8;null;98;9;3.3;70
07/05/2000;0;null;null;null;8;1.3;921.2;null;20.2;20;null;98;14;1.5;5
07/05/2000;1200;null;null;null;10;0;921.7;null;21.4;21;null;97;14;3.6;70
07/05/2000;1800;null;null;null;7;0;919.2;null;25.4;24.2;null;91;14;2;70
08/05/2000;0;null;null;null;10;0.8;922.8;null;20.8;20.8;null;100;14;2.6;5
08/05/2000;1200;null;null;null;5;5.2;923.6;null;22.8;21.4;null;89;14;1.8;70
08/05/2000;1800;null;null;null;8;0;921.2;null;24.4;24;null;97;14;1.6;70
09/05/2000;0;null;null;null;9;0;922.4;null;20.8;20.6;null;98;14;2.1;5
09/05/2000;1200;null;null;null;9;0.7;923.7;null;22;21;null;92;14;3.3;70
09/05/2000;1800;null;null;null;3;0;920.7;null;25.4;23.8;null;88;14;3;70
10/05/2000;0;null;null;null;10;0;922.9;null;20.6;20.4;null;98;14;0.8;5
10/05/2000;1200;null;null;null;7;0;924;null;22.6;20.8;null;86;14;1.8;70
10/05/2000;1800;null;null;null;6;0;921.5;null;26;24.8;null;91;18;2.1;70
11/05/2000;0;null;null;null;10;0;923;null;21;21;null;100;14;1.6;5
11/05/2000;1200;null;null;null;2;0;923.9;null;22;20.6;null;88;14;3.3;70
11/05/2000;1800;null;null;null;5;0;920.7;null;25;23;null;85;18;4.1;70
12/05/2000;0;null;null;null;10;0;923.5;null;20.8;20.8;null;100;14;2.8;5
12/05/2000;1200;null;null;null;10;0.7;923.6;null;20.2;19.8;null;97;18;5.8;60
12/05/2000;1800;null;null;null;10;3.6;921.8;null;20.2;20;null;98;14;2.6;60
13/05/2000;0;null;null;null;9;1;923.2;null;18.8;18.8;null;100;18;2.3;5
13/05/2000;1200;null;null;null;9;1.8;923.5;null;20.2;19.6;null;95;18;1.6;70
13/05/2000;1800;null;null;null;10;1.2;920.8;null;20.4;20;null;97;14;2.6;60
14/05/2000;0;null;null;null;10;1.6;923.2;null;18.6;18.6;null;100;18;4;2
14/05/2000;1200;null;null;null;10;3;923.5;null;19.2;19;null;98;18;5;60
14/05/2000;1800;null;null;null;9;1.5;921.2;null;21.2;20.8;null;97;18;5.3;70
15/05/2000;0;null;null;null;10;0;923.6;null;18.6;18.4;null;98;18;3.5;5
15/05/2000;1200;null;null;null;6;0;922.9;null;20.4;19;null;88;18;5;70
15/05/2000;1800;null;null;null;5;0;920;null;23.8;22;null;86;18;4.5;70
16/05/2000;0;null;null;null;3;0;921.8;null;18.8;18.6;null;98;14;3.3;5
16/05/2000;1200;null;null;null;10;1.4;922.8;null;19;18.8;null;98;14;2.8;50
16/05/2000;1800;null;null;null;10;0;919.9;null;22;21.6;null;97;14;2;60
17/05/2000;0;null;null;null;10;1.1;922.4;null;19.6;19.6;null;100;14;0.3;2
17/05/2000;1200;null;null;null;10;0.8;923.4;null;21;20.6;null;97;9;2.8;60
17/05/2000;1800;null;null;null;5;0;919.6;null;25.2;24.6;null;95;14;2.5;70
18/05/2000;0;null;null;null;10;6.8;921.7;null;20.6;20.6;null;100;14;2.6;5
18/05/2000;1200;null;null;null;7;0;922.3;null;23;21.8;null;90;5;4.3;70
18/05/2000;1800;null;null;null;3;0;919.8;null;25.6;24.2;null;89;9;4.1;70
19/05/2000;0;null;null;null;1;0;921.6;null;20.2;20;null;98;9;3.8;5
19/05/2000;1200;null;null;null;1;0;922.3;null;22.4;21.2;null;90;5;6.6;70
19/05/2000;1800;null;null;null;7;0;920.6;null;26.2;24.8;null;89;14;2.6;70
20/05/2000;0;null;null;null;0;0;922.5;null;20;19.6;null;96;9;2.8;5
20/05/2000;1200;null;null;null;1;0;924.6;null;21.8;20.4;null;88;9;4.6;70
20/05/2000;1800;null;null;null;4;0;921.6;null;25.2;23.6;null;88;14;4;70
21/05/2000;0;null;null;null;9;0;924;null;20;19.8;null;98;14;2.5;5
21/05/2000;1200;null;null;null;9;0.6;924.9;null;21;20.4;null;95;14;4.3;70
21/05/2000;1800;null;null;null;3;0;922.6;null;24.6;23;null;88;14;4;70
22/05/2000;0;null;null;null;1;0;925.1;null;18.8;18.6;null;98;14;2;5
22/05/2000;1200;null;null;null;9;0;925.6;null;21.6;20.2;null;88;14;3.8;70
22/05/2000;1800;null;null;null;0;2;923.8;null;22;21;null;92;14;4.8;70
23/05/2000;0;null;null;null;10;4.1;926;null;18.2;18.2;null;100;14;3.5;2
23/05/2000;1200;null;null;null;8;1.8;926.7;null;20.2;19.8;null;97;14;5;70
23/05/2000;1800;null;null;null;5;0;924;null;21.8;21.6;null;98;14;2.8;70
24/05/2000;0;null;null;null;10;4;925.9;null;18.8;18.8;null;100;14;3.5;5
24/05/2000;1200;null;null;null;6;4.9;926.6;null;20.4;16.8;null;70;14;4.6;70
24/05/2000;1800;null;null;null;3;0;923.1;null;22.8;21.4;null;89;18;5;70
25/05/2000;0;null;null;null;9;0;924.8;null;18.6;18.4;null;98;18;2.8;5
25/05/2000;1200;null;null;null;8;0;924.9;null;20;18.8;null;90;14;2;70
25/05/2000;1800;null;null;null;6;0;922.1;null;23.8;22.4;null;89;14;2;70
26/05/2000;0;null;null;null;1;0;924.1;null;18.4;18.2;null;98;9;1.6;5
26/05/2000;1200;null;null;null;2;0;924;null;21.6;20.6;null;92;14;3.3;70
26/05/2000;1800;null;null;null;5;0;921.5;null;25.2;23.2;null;85;14;2.5;70
27/05/2000;0;null;null;null;2;0;923.5;null;19.2;19;null;98;14;2.5;5
27/05/2000;1200;null;null;null;1;0;922.9;null;21.4;20;null;88;14;1.8;70
27/05/2000;1800;null;null;null;4;0;920;null;24.4;22.8;null;88;18;1.3;70
28/05/2000;0;null;null;null;10;0;921.8;null;19.2;19.2;null;100;14;2.1;5
28/05/2000;1200;null;null;null;1;0;922;null;21.6;19.8;null;85;9;2;70
28/05/2000;1800;null;null;null;1;0;918.7;null;25;23.4;null;88;14;2.8;70
29/05/2000;0;null;null;null;10;0;921.3;null;19.4;19.2;null;98;9;3.3;5
29/05/2000;1200;null;null;null;1;0;921;null;22.6;21;null;87;14;1.8;70
29/05/2000;1800;null;null;null;1;0;918.1;null;26.4;25;null;90;14;2.5;70
30/05/2000;0;null;null;null;10;0;921.6;null;20.8;20.6;null;98;14;4.5;5
30/05/2000;1200;null;null;null;7;0;923.4;null;21.2;20.4;null;93;14;2;70
30/05/2000;1800;null;null;null;5;0;920;null;24.4;23.2;null;91;14;3.8;70
31/05/2000;0;null;null;null;10;0;922.4;null;19;19;null;100;14;2.3;5
31/05/2000;1200;null;null;null;10;0.4;922.8;null;20.2;19.8;null;97;14;2.8;70
31/05/2000;1800;null;null;null;8;0;920;null;24.8;23.6;null;91;14;2.8;70
01/06/2000;0;null;null;null;10;0;922.4;null;20.4;20.4;null;100;14;1.8;5
01/06/2000;1200;null;null;null;10;0.4;null;null;22.4;21.6;null;93;9;null;8
01/06/2000;1800;null;null;null;7;0;null;null;24.2;23.4;null;94;14;null;8
02/06/2000;0;null;null;null;10;1.2;null;null;21.2;21.2;null;100;14;null;3
02/06/2000;1200;null;null;null;8;1.9;null;null;22;20.8;null;90;14;null;8
02/06/2000;1800;null;null;null;2;0;null;null;25.2;24;null;91;14;null;8
03/06/2000;0;null;null;null;9;0;null;null;19.6;19.4;null;98;14;null;8
03/06/2000;1200;null;null;null;2;0;null;null;21.2;19.6;null;87;14;null;8
03/06/2000;1800;null;null;null;3;0;null;null;24;22;null;85;18;null;8
04/06/2000;0;null;null;null;1;0;null;null;18;17.8;null;98;14;null;3
04/06/2000;1200;null;null;null;5;0;null;null;21.6;20;null;88;14;null;8
04/06/2000;1800;null;null;null;5;0;null;null;23.6;22.6;null;92;14;null;8
05/06/2000;0;null;null;null;10;1.2;null;null;19;19;null;100;14;null;3
05/06/2000;1200;null;null;null;9;2.4;null;null;20.4;19.8;null;95;24;null;8
05/06/2000;1800;null;null;null;10;0.3;null;null;20.4;20;null;96;14;null;8
06/06/2000;0;null;null;null;10;17.8;null;null;18.8;18.8;null;100;14;null;2
06/06/2000;1200;null;null;null;10;31.4;null;null;19.4;18.6;null;93;18;null;8
06/06/2000;1800;null;null;null;10;2.5;null;null;19;18.8;null;98;18;null;7
07/06/2000;0;null;null;null;10;4.6;null;null;18.6;18.6;null;100;18;null;3
07/06/2000;1200;null;null;null;10;16.4;null;null;18.8;18.6;null;98;14;null;7
07/06/2000;1800;null;null;null;10;2.7;null;null;19.4;19.4;null;100;14;null;7
08/06/2000;0;null;null;null;10;3.5;null;null;18.8;18.8;null;100;14;null;3
08/06/2000;1200;null;null;null;10;4.6;null;null;19.2;19;null;98;18;null;2
08/06/2000;1800;null;null;null;10;5;null;null;19.6;19.6;null;100;14;null;4
09/06/2000;0;null;null;null;10;3.4;null;null;19;18.8;null;98;18;null;3
09/06/2000;1200;null;null;null;10;1.9;null;null;18.8;18.4;null;96;18;null;7
09/06/2000;1800;null;null;null;8;0;null;null;20.8;20.4;null;97;14;null;8
10/06/2000;0;null;null;null;10;0;null;null;18.2;18.2;null;100;14;null;3
10/06/2000;1200;null;null;null;8;0;null;null;19.4;18.6;null;93;18;null;8
10/06/2000;1800;null;null;null;10;0;null;null;22.6;21.6;null;92;14;null;7
11/06/2000;0;null;null;null;10;0.5;null;null;18.4;18.4;null;100;14;null;3
11/06/2000;1200;null;null;null;6;0.9;null;null;19.8;19.2;null;95;14;null;8
11/06/2000;1800;null;null;null;4;0;null;null;22.4;22;null;97;14;null;8
12/06/2000;0;null;null;null;10;0;null;null;18.8;18.6;null;98;14;null;3
12/06/2000;1200;null;null;null;7;0.3;null;null;20.8;19.4;null;88;14;null;8
12/06/2000;1800;null;null;null;0;0;null;null;23.6;22.2;null;89;14;null;8
13/06/2000;0;null;null;null;9;0;null;null;18.8;18.6;null;98;14;null;3
13/06/2000;1200;null;null;null;10;1;null;null;18.8;18.6;null;98;null;null;6
13/06/2000;1800;null;null;null;10;1.7;null;null;20.8;20.4;null;97;18;null;5
14/06/2000;0;null;null;null;10;2.5;null;null;19.2;19.2;null;100;14;null;3
14/06/2000;1200;null;null;null;10;3;null;null;18.6;18.6;null;100;18;null;7
14/06/2000;1800;null;null;null;8;1.7;null;null;21.4;21;null;97;14;null;8
15/06/2000;0;null;null;null;10;2.2;null;null;18.4;18.4;null;100;18;null;3
15/06/2000;1200;null;null;null;10;2.2;null;null;19.2;18.4;null;93;18;null;7
15/06/2000;1800;null;null;null;10;0;null;null;20;19.8;null;98;18;null;7
16/06/2000;0;null;null;null;10;4.1;null;null;17.8;17.8;null;100;18;null;1
16/06/2000;1200;null;null;null;10;4.4;null;null;18;18;null;100;14;null;4
16/06/2000;1800;null;null;null;10;3.3;null;null;19.2;19;null;98;18;null;5
17/06/2000;0;null;null;null;10;0;null;null;17.8;17.6;null;98;14;null;3
17/06/2000;1200;null;null;null;9;0;null;null;20.6;19;null;87;18;null;8
17/06/2000;1800;null;null;null;10;0;null;null;22.6;22;null;95;18;null;8
18/06/2000;0;null;null;null;10;0;null;null;20;19.8;null;98;14;null;3
18/06/2000;1200;null;null;null;10;4.2;null;null;20.2;19.8;null;96;18;null;8
18/06/2000;1800;null;null;null;8;0.3;null;null;22;21.8;null;98;14;null;8
19/06/2000;0;null;null;null;10;0;null;null;19.8;19.6;null;98;14;null;3
19/06/2000;1200;null;null;null;9;1.8;null;null;21;19.8;null;90;14;null;8
19/06/2000;1800;null;null;null;7;0;null;null;23.6;23;null;95;18;null;8
20/06/2000;0;null;null;null;10;0.8;null;null;19.2;19.2;null;100;14;null;3
20/06/2000;1200;null;null;null;10;0;null;null;21;20;null;91;14;null;8
20/06/2000;1800;null;null;null;5;0;null;null;23.4;22;null;89;14;null;8
21/06/2000;0;null;null;null;7;0;null;null;19.2;18.8;null;96;14;null;3
21/06/2000;1200;null;null;null;10;0;null;null;20.2;19.4;null;93;9;null;7
21/06/2000;1800;null;null;null;10;0;null;null;22;21.6;null;97;18;null;8
22/06/2000;0;null;null;null;0;0;null;null;18.2;18;null;98;14;null;3
22/06/2000;1200;null;null;null;8;0;null;null;21.2;19.8;null;88;14;null;8
22/06/2000;1800;null;null;null;6;0;null;null;24.8;23.4;null;89;14;null;8
23/06/2000;0;null;null;null;9;0;null;null;19.6;19.4;null;98;14;null;3
23/06/2000;1200;null;null;null;8;0.8;null;null;20;20;null;91;14;null;8
23/06/2000;1800;null;null;null;6;0;null;null;22.4;21.4;null;92;14;null;8
24/06/2000;0;null;null;null;10;0;null;null;18.6;18.4;null;98;14;null;3
24/06/2000;1200;null;null;null;8;0.8;null;null;19.8;18.8;null;91;14;null;8
24/06/2000;1800;null;null;null;4;0;null;null;22.6;21.6;null;92;14;null;8
25/06/2000;0;null;null;null;4;0;null;null;18;17.6;null;96;14;null;3
25/06/2000;1200;null;null;null;9;0;null;null;20.4;19.8;null;95;14;null;8
25/06/2000;1800;null;null;null;10;0;null;null;21.2;20.8;null;97;14;null;8
26/06/2000;0;null;null;null;10;1.9;null;null;18.8;18.6;null;98;14;null;3
26/06/2000;1200;null;null;null;10;35.2;null;null;18.8;18.4;null;96;14;null;6
26/06/2000;1800;null;null;null;9;4.2;null;null;22.4;21.6;null;93;14;null;8
27/06/2000;0;null;null;null;10;0;null;null;19.2;19;null;98;14;null;3
27/06/2000;1200;null;null;null;9;3;null;null;20.8;19.6;null;90;18;null;7
27/06/2000;1800;null;null;null;5;0;null;null;21.6;21.2;null;97;14;null;8
28/06/2000;0;null;null;null;7;0;null;null;18.6;18.4;null;98;14;null;3
28/06/2000;1200;null;null;null;10;1.3;null;null;18.2;18;null;98;18;null;7
28/06/2000;1800;null;null;null;7;0;null;null;21.4;20.6;null;93;14;null;8
29/06/2000;0;null;null;null;8;0;null;null;18.2;17.8;null;96;14;null;3
29/06/2000;1200;null;null;null;10;0.8;null;null;19.6;18.8;null;93;14;null;8
29/06/2000;1800;null;null;null;10;1.1;null;null;19.2;18.4;null;93;14;null;8
30/06/2000;0;null;null;null;2;0.2;null;null;17.8;17.4;null;96;14;null;3
30/06/2000;1200;null;null;null;9;0;null;null;20.4;19.6;null;93;14;null;7
30/06/2000;1800;null;null;null;10;0;null;null;20.8;20.4;null;97;14;null;6
01/07/2000;0;null;null;null;10;1.2;null;null;18.2;18.2;null;100;14;null;3
01/07/2000;1200;null;null;null;10;4.2;null;null;19;18.8;null;98;14;null;4
01/07/2000;1800;null;null;null;10;5.5;null;null;19;19;null;100;18;null;4
02/07/2000;0;null;null;null;5;0.9;null;null;17.6;17.6;null;100;14;null;3
02/07/2000;1200;null;null;null;10;1.3;null;null;18.2;18;null;98;14;null;8
02/07/2000;1800;null;null;null;7;0;null;null;21.6;20.6;null;92;14;null;8
03/07/2000;0;null;null;null;1;0;null;null;17.8;17.6;null;98;18;null;3
03/07/2000;1200;null;null;null;10;0;null;null;18.6;18.4;null;98;18;null;5
03/07/2000;1800;null;null;null;10;5.1;null;null;18.8;18.8;null;100;14;null;5
04/07/2000;0;null;null;null;10;1.8;null;null;17.6;17.6;null;100;14;null;3
04/07/2000;1200;null;null;null;9;4.3;null;null;18.4;18;null;96;14;null;7
04/07/2000;1800;null;null;null;5;0;null;null;22;20.8;null;90;14;null;8
05/07/2000;0;null;null;null;10;0.3;null;null;17.8;17.6;null;98;14;null;3
05/07/2000;1200;null;null;null;10;9.6;null;null;17.6;17.4;null;98;14;null;6
05/07/2000;1800;null;null;null;9;1.2;null;null;18.8;18.4;null;96;14;null;8
06/07/2000;0;null;null;null;9;0;null;null;17.6;17.4;null;96;14;null;3
06/07/2000;1200;null;null;null;5;0.2;null;null;19;18;null;91;14;null;8
06/07/2000;1800;null;null;null;8;0;null;null;21.6;20.4;null;90;14;null;8
07/07/2000;0;null;null;null;10;0;null;null;17.6;17.4;null;98;14;null;3
07/07/2000;1200;null;null;null;8;0.1;null;null;18.8;18;null;93;14;null;8
07/07/2000;1800;null;null;null;9;0;null;null;20.6;20.4;null;98;14;null;8
08/07/2000;0;null;null;null;10;0;null;null;16.6;16.4;null;98;14;null;3
08/07/2000;1200;null;null;null;10;0.1;null;null;18.4;18.2;null;98;18;null;6
08/07/2000;1800;null;null;null;7;0;null;null;20.8;20;null;93;14;null;8
09/07/2000;0;null;null;null;3;0;null;null;16.8;16.4;null;96;9;null;3
